,Date,weekday,cakes,pies,cookies,smoothies,coffee,promotion
1668,27-07-2010,Tuesday,47,42,19,69,15,none
1669,28-07-2010,Wednesday,41,40,117,31,48,promotion
1670,29-07-2010,Thursday,15,33,26,9,53,none
1671,30-07-2010,Friday,11,33,69,61,40,promotion
1672,31-07-2010,Saturday,28,29,49,16,10,none
1673,01-08-2010,Sunday,15,15,77,20,64,none
1674,02-08-2010,Monday,39,32,51,17,8,none
1675,03-08-2010,Tuesday,14,35,1,11,82,none
1676,04-08-2010,Wednesday,5,38,45,59,63,promotion
1677,05-08-2010,Thursday,23,36,84,30,98,promotion
1678,06-08-2010,Friday,16,4,118,40,29,promotion
1679,07-08-2010,Saturday,30,14,55,44,70,promotion
1680,08-08-2010,Sunday,15,19,32,59,97,promotion
1681,09-08-2010,Monday,43,18,5,7,80,none
1682,10-08-2010,Tuesday,26,35,104,7,54,promotion
1683,11-08-2010,Wednesday,12,35,106,52,2,promotion
1684,12-08-2010,Thursday,32,20,90,42,22,promotion
1685,13-08-2010,Friday,28,51,46,39,41,promotion
1686,14-08-2010,Saturday,23,5,93,21,5,none
1687,15-08-2010,Sunday,47,12,22,28,86,none
1688,16-08-2010,Monday,44,22,39,15,45,none
1689,17-08-2010,Tuesday,21,4,24,17,92,none
1690,18-08-2010,Wednesday,3,50,56,61,93,promotion
1691,19-08-2010,Thursday,26,35,31,15,97,promotion
1692,20-08-2010,Friday,1,20,101,34,36,none
1693,21-08-2010,Saturday,32,27,97,54,15,promotion
1694,22-08-2010,Sunday,47,9,44,21,81,promotion
1695,23-08-2010,Monday,7,42,101,55,52,promotion
1696,24-08-2010,Tuesday,19,15,16,43,43,none
1697,25-08-2010,Wednesday,23,36,29,15,42,none
1698,26-08-2010,Thursday,47,13,10,22,74,none
1699,27-08-2010,Friday,26,18,39,8,16,none
1700,28-08-2010,Saturday,14,43,110,58,85,promotion
1701,29-08-2010,Sunday,13,24,78,51,28,none
1702,30-08-2010,Monday,38,18,27,58,55,none
1703,31-08-2010,Tuesday,20,33,68,34,49,promotion
1704,01-09-2010,Wednesday,32,50,108,10,26,promotion
1705,02-09-2010,Thursday,29,12,40,2,81,none
1706,03-09-2010,Friday,20,41,100,73,65,promotion
1707,04-09-2010,Saturday,41,3,25,6,1,none
1708,05-09-2010,Sunday,41,49,100,45,78,promotion
1709,06-09-2010,Monday,26,23,26,28,7,none
1710,07-09-2010,Tuesday,48,5,101,23,57,promotion
1711,08-09-2010,Wednesday,30,42,74,4,25,none
1712,09-09-2010,Thursday,29,43,25,60,33,none
1713,10-09-2010,Friday,43,16,89,48,1,none
1714,11-09-2010,Saturday,11,18,18,57,41,none
1715,12-09-2010,Sunday,21,40,35,52,57,promotion
1716,13-09-2010,Monday,18,14,64,69,39,promotion
1717,14-09-2010,Tuesday,1,32,59,51,58,promotion
1718,15-09-2010,Wednesday,40,36,22,9,78,none
1719,16-09-2010,Thursday,39,50,86,36,4,promotion
1720,17-09-2010,Friday,35,4,24,54,39,none
1721,18-09-2010,Saturday,2,59,110,18,74,promotion
1722,19-09-2010,Sunday,49,46,75,60,61,promotion
1723,20-09-2010,Monday,23,26,16,67,13,none
1724,21-09-2010,Tuesday,46,52,102,72,77,promotion
1725,22-09-2010,Wednesday,23,29,38,27,35,none
1726,23-09-2010,Thursday,40,19,95,1,79,promotion
1727,24-09-2010,Friday,29,45,7,9,78,none
1728,25-09-2010,Saturday,2,32,95,64,6,none
1729,26-09-2010,Sunday,22,24,103,59,65,promotion
1730,27-09-2010,Monday,3,47,34,72,15,none
1731,28-09-2010,Tuesday,33,11,73,59,26,promotion
1732,29-09-2010,Wednesday,7,14,76,28,91,promotion
1733,30-09-2010,Thursday,39,14,32,21,52,none
1734,01-10-2010,Friday,36,14,107,64,61,promotion
1735,02-10-2010,Saturday,37,20,118,18,14,promotion
1736,03-10-2010,Sunday,24,2,30,69,23,none
1737,04-10-2010,Monday,19,4,91,13,79,promotion
1738,05-10-2010,Tuesday,39,13,38,12,81,none
1739,06-10-2010,Wednesday,26,9,10,11,15,none
1740,07-10-2010,Thursday,47,52,96,57,18,promotion
1741,08-10-2010,Friday,16,11,54,59,82,promotion
1742,09-10-2010,Saturday,28,7,82,12,5,none
1743,10-10-2010,Sunday,22,53,90,33,53,promotion
1744,11-10-2010,Monday,2,32,19,61,17,none
1745,12-10-2010,Tuesday,10,56,99,40,62,promotion
1746,13-10-2010,Wednesday,18,44,73,70,35,promotion
1747,14-10-2010,Thursday,12,32,75,34,99,promotion
1748,15-10-2010,Friday,1,22,1,62,4,none
1749,16-10-2010,Saturday,4,14,34,34,78,none
1750,17-10-2010,Sunday,37,8,94,7,9,none
1751,18-10-2010,Monday,21,46,76,31,60,promotion
1752,19-10-2010,Tuesday,20,29,99,15,65,promotion
1753,20-10-2010,Wednesday,48,19,82,68,28,promotion
1754,21-10-2010,Thursday,6,30,76,70,92,promotion
1755,22-10-2010,Friday,21,27,80,14,74,promotion
1756,23-10-2010,Saturday,5,51,102,32,66,promotion
1757,24-10-2010,Sunday,42,16,82,70,43,promotion
1758,25-10-2010,Monday,17,47,70,53,36,promotion
1759,26-10-2010,Tuesday,17,2,12,58,36,none
1760,27-10-2010,Wednesday,6,46,3,18,25,none
1761,28-10-2010,Thursday,33,52,27,63,23,none
1762,29-10-2010,Friday,23,26,41,69,26,none
1763,30-10-2010,Saturday,4,19,26,46,69,none
1764,31-10-2010,Sunday,9,54,76,55,14,promotion
1765,01-11-2010,Monday,29,40,104,64,78,promotion
1766,02-11-2010,Tuesday,42,49,13,71,87,promotion
1767,03-11-2010,Wednesday,11,46,87,60,43,promotion
1768,04-11-2010,Thursday,39,23,85,7,23,none
1769,05-11-2010,Friday,29,28,33,45,41,none
1770,06-11-2010,Saturday,32,12,58,31,36,none
1771,07-11-2010,Sunday,45,45,55,53,13,promotion
1772,08-11-2010,Monday,12,39,2,23,17,none
1773,09-11-2010,Tuesday,35,50,54,23,88,promotion
1774,10-11-2010,Wednesday,28,1,20,43,61,none
1775,11-11-2010,Thursday,8,10,79,54,68,promotion
1776,12-11-2010,Friday,40,23,44,50,75,promotion
1777,13-11-2010,Saturday,39,6,84,41,40,promotion
1778,14-11-2010,Sunday,6,24,74,9,11,none
1779,15-11-2010,Monday,10,7,50,48,18,none
1780,16-11-2010,Tuesday,25,23,37,13,88,none
1781,17-11-2010,Wednesday,13,24,35,24,24,none
1782,18-11-2010,Thursday,41,2,7,38,59,none
1783,19-11-2010,Friday,34,56,22,10,95,promotion
1784,20-11-2010,Saturday,15,56,38,34,24,none
1785,21-11-2010,Sunday,46,27,83,11,92,promotion
1786,22-11-2010,Monday,16,32,81,3,11,none
1787,23-11-2010,Tuesday,5,20,71,15,21,none
1788,24-11-2010,Wednesday,23,26,80,4,10,none
1789,25-11-2010,Thursday,3,41,112,20,6,none
1790,26-11-2010,Friday,8,8,39,64,95,promotion
1791,27-11-2010,Saturday,46,12,106,56,94,promotion
1792,28-11-2010,Sunday,9,58,78,51,92,promotion
1793,29-11-2010,Monday,6,56,58,25,19,none
1794,30-11-2010,Tuesday,40,18,21,57,72,promotion
1795,01-12-2010,Wednesday,16,55,2,43,79,none
1796,02-12-2010,Thursday,16,41,49,5,1,none
1797,03-12-2010,Friday,42,1,47,4,1,none
1798,04-12-2010,Saturday,26,12,54,69,11,none
1799,05-12-2010,Sunday,23,37,31,10,17,none
1800,06-12-2010,Monday,26,36,34,36,84,promotion
1801,07-12-2010,Tuesday,26,14,72,4,49,none
1802,08-12-2010,Wednesday,20,9,52,71,79,promotion
1803,09-12-2010,Thursday,30,39,52,25,49,none
1804,10-12-2010,Friday,10,11,47,70,43,none
1805,11-12-2010,Saturday,12,26,117,41,3,none
1806,12-12-2010,Sunday,36,42,95,73,48,promotion
1807,13-12-2010,Monday,27,10,86,41,1,none
1808,14-12-2010,Tuesday,40,55,47,15,6,none
1809,15-12-2010,Wednesday,19,21,68,9,51,none
1810,16-12-2010,Thursday,9,5,105,36,86,promotion
1811,17-12-2010,Friday,2,40,26,22,89,none
1812,18-12-2010,Saturday,36,17,114,4,46,promotion
1813,19-12-2010,Sunday,47,19,105,39,64,promotion
1814,20-12-2010,Monday,11,47,42,70,45,promotion
1815,21-12-2010,Tuesday,11,15,87,1,42,none
1816,22-12-2010,Wednesday,25,24,66,49,38,promotion
1817,23-12-2010,Thursday,32,47,100,22,10,promotion
1818,24-12-2010,Friday,44,53,65,48,94,promotion
1819,25-12-2010,Saturday,28,36,36,49,94,promotion
1820,26-12-2010,Sunday,14,49,77,57,81,promotion
1821,27-12-2010,Monday,15,31,23,8,91,none
1822,28-12-2010,Tuesday,6,4,62,24,68,none
1823,29-12-2010,Wednesday,24,11,62,5,59,none
1824,30-12-2010,Thursday,43,33,21,31,24,none
1825,31-12-2010,Friday,40,22,105,14,6,none
1826,01-01-2011,Saturday,38,42,104,51,44,promotion
1827,02-01-2011,Sunday,39,59,47,4,93,promotion
1828,03-01-2011,Monday,12,47,49,59,76,promotion
1829,04-01-2011,Tuesday,44,34,93,69,51,promotion
1830,05-01-2011,Wednesday,25,19,78,43,28,none
1831,06-01-2011,Thursday,18,34,6,26,24,none
1832,07-01-2011,Friday,22,52,19,29,71,none
1833,08-01-2011,Saturday,31,13,14,50,93,promotion
1834,09-01-2011,Sunday,19,53,71,50,9,promotion
1835,10-01-2011,Monday,26,3,95,15,77,promotion
1836,11-01-2011,Tuesday,30,26,70,63,23,promotion
1837,12-01-2011,Wednesday,38,43,109,55,85,promotion
1838,13-01-2011,Thursday,41,31,87,44,38,promotion
1839,14-01-2011,Friday,43,52,34,44,96,promotion
1840,15-01-2011,Saturday,32,29,69,42,98,promotion
1841,16-01-2011,Sunday,40,42,15,31,6,none
1842,17-01-2011,Monday,12,18,63,59,32,none
1843,18-01-2011,Tuesday,15,15,47,70,98,promotion
1844,19-01-2011,Wednesday,33,14,38,21,9,none
1845,20-01-2011,Thursday,2,34,77,30,60,promotion
1846,21-01-2011,Friday,2,23,44,58,33,none
1847,22-01-2011,Saturday,37,53,71,51,55,promotion
1848,23-01-2011,Sunday,26,25,41,26,63,none
1849,24-01-2011,Monday,13,31,28,7,66,none
1850,25-01-2011,Tuesday,9,11,44,35,59,none
1851,26-01-2011,Wednesday,13,4,4,38,19,none
1852,27-01-2011,Thursday,25,32,18,43,94,promotion
1853,28-01-2011,Friday,20,50,48,49,94,promotion
1854,29-01-2011,Saturday,4,33,49,55,91,promotion
1855,30-01-2011,Sunday,11,14,77,51,70,promotion
1856,31-01-2011,Monday,8,50,48,71,70,promotion
1857,01-02-2011,Tuesday,29,40,32,9,34,none
1858,02-02-2011,Wednesday,15,1,16,60,57,none
1859,03-02-2011,Thursday,9,47,82,31,39,promotion
1860,04-02-2011,Friday,47,25,12,39,1,none
1861,05-02-2011,Saturday,36,21,42,30,21,none
1862,06-02-2011,Sunday,36,44,2,3,44,none
1863,07-02-2011,Monday,18,42,23,58,98,promotion
1864,08-02-2011,Tuesday,24,27,103,56,15,promotion
1865,09-02-2011,Wednesday,13,28,56,33,40,none
1866,10-02-2011,Thursday,46,24,6,38,55,none
1867,11-02-2011,Friday,8,27,108,66,67,promotion
1868,12-02-2011,Saturday,48,10,68,39,28,none
1869,13-02-2011,Sunday,47,34,18,14,9,none
1870,14-02-2011,Monday,40,27,50,70,38,promotion
1871,15-02-2011,Tuesday,31,42,113,4,20,promotion
1872,16-02-2011,Wednesday,20,48,25,42,67,promotion
1873,17-02-2011,Thursday,43,32,60,6,8,none
1874,18-02-2011,Friday,46,41,52,31,36,promotion
1875,19-02-2011,Saturday,2,32,82,5,51,none
1876,20-02-2011,Sunday,44,9,86,52,15,promotion
1877,21-02-2011,Monday,19,50,59,2,34,none
1878,22-02-2011,Tuesday,15,37,1,12,72,none
1879,23-02-2011,Wednesday,26,18,83,51,56,promotion
1880,24-02-2011,Thursday,38,31,82,65,52,promotion
1881,25-02-2011,Friday,9,2,29,54,17,none
1882,26-02-2011,Saturday,35,59,16,39,25,none
1883,27-02-2011,Sunday,27,30,101,26,31,promotion
1884,28-02-2011,Monday,12,54,101,17,45,promotion
1885,01-03-2011,Tuesday,45,17,45,30,8,none
1886,02-03-2011,Wednesday,12,21,96,54,48,promotion
1887,03-03-2011,Thursday,41,9,66,57,84,promotion
1888,04-03-2011,Friday,37,56,15,26,16,none
1889,05-03-2011,Saturday,13,37,33,15,92,none
1890,06-03-2011,Sunday,18,30,49,64,75,promotion
1891,07-03-2011,Monday,32,44,3,9,82,none
1892,08-03-2011,Tuesday,11,45,108,33,96,promotion
1893,09-03-2011,Wednesday,49,16,21,23,61,none
1894,10-03-2011,Thursday,11,14,9,17,33,none
1895,11-03-2011,Friday,12,26,18,42,54,none
1896,12-03-2011,Saturday,30,38,55,32,93,promotion
1897,13-03-2011,Sunday,35,17,84,69,6,promotion
1898,14-03-2011,Monday,11,51,115,21,91,promotion
1899,15-03-2011,Tuesday,13,12,35,63,34,none
1900,16-03-2011,Wednesday,40,47,73,17,52,promotion
1901,17-03-2011,Thursday,49,3,88,33,38,promotion
1902,18-03-2011,Friday,11,34,87,71,75,promotion
1903,19-03-2011,Saturday,3,29,90,10,56,none
1904,20-03-2011,Sunday,48,27,106,21,7,promotion
1905,21-03-2011,Monday,12,42,64,29,96,promotion
1906,22-03-2011,Tuesday,47,2,78,16,30,none
1907,23-03-2011,Wednesday,42,27,48,13,88,promotion
1908,24-03-2011,Thursday,28,9,15,45,46,none
1909,25-03-2011,Friday,4,20,57,47,21,none
1910,26-03-2011,Saturday,17,28,41,56,79,promotion
1911,27-03-2011,Sunday,1,58,55,5,67,none
1912,28-03-2011,Monday,14,36,81,70,7,promotion
1913,29-03-2011,Tuesday,39,23,39,31,21,none
1914,30-03-2011,Wednesday,5,26,26,9,24,none
1915,31-03-2011,Thursday,4,25,58,3,17,none
1916,01-04-2011,Friday,20,45,89,34,85,promotion
1917,02-04-2011,Saturday,18,21,82,35,22,none
1918,03-04-2011,Sunday,17,37,64,35,46,none
1919,04-04-2011,Monday,8,54,115,4,17,none
1920,05-04-2011,Tuesday,25,25,38,59,62,promotion
1921,06-04-2011,Wednesday,12,31,95,53,3,none
1922,07-04-2011,Thursday,23,13,66,58,36,none
1923,08-04-2011,Friday,28,53,10,68,39,none
1924,09-04-2011,Saturday,3,56,110,56,72,promotion
1925,10-04-2011,Sunday,9,43,60,37,98,promotion
1926,11-04-2011,Monday,9,57,111,62,86,promotion
1927,12-04-2011,Tuesday,26,29,2,59,50,none
1928,13-04-2011,Wednesday,39,51,25,71,75,promotion
1929,14-04-2011,Thursday,34,5,38,15,60,none
1930,15-04-2011,Friday,25,2,25,15,70,none
1931,16-04-2011,Saturday,22,6,61,60,22,none
1932,17-04-2011,Sunday,5,45,82,55,69,promotion
1933,18-04-2011,Monday,32,22,104,24,40,promotion
1934,19-04-2011,Tuesday,12,59,102,71,54,promotion
1935,20-04-2011,Wednesday,38,50,71,56,78,promotion
1936,21-04-2011,Thursday,8,25,108,49,81,promotion
1937,22-04-2011,Friday,23,9,79,23,93,promotion
1938,23-04-2011,Saturday,43,57,89,55,43,promotion
1939,24-04-2011,Sunday,32,45,105,2,14,none
1940,25-04-2011,Monday,10,59,88,21,14,none
1941,26-04-2011,Tuesday,19,49,38,14,24,none
1942,27-04-2011,Wednesday,24,59,29,63,69,promotion
1943,28-04-2011,Thursday,20,31,3,71,56,none
1944,29-04-2011,Friday,26,33,85,63,64,promotion
1945,30-04-2011,Saturday,6,22,57,49,18,none
1946,01-05-2011,Sunday,26,4,80,35,95,promotion
1947,02-05-2011,Monday,46,58,30,35,76,promotion
1948,03-05-2011,Tuesday,48,54,80,52,18,promotion
1949,04-05-2011,Wednesday,25,21,9,11,9,none
1950,05-05-2011,Thursday,45,18,106,43,58,promotion
1951,06-05-2011,Friday,27,18,19,2,64,none
1952,07-05-2011,Saturday,44,12,96,7,17,none
1953,08-05-2011,Sunday,33,19,73,29,42,none
1954,09-05-2011,Monday,31,58,60,49,49,promotion
1955,10-05-2011,Tuesday,15,36,95,60,27,promotion
1956,11-05-2011,Wednesday,8,59,48,51,99,promotion
1957,12-05-2011,Thursday,33,22,102,64,60,promotion
1958,13-05-2011,Friday,2,46,103,53,65,promotion
1959,14-05-2011,Saturday,48,44,81,49,46,promotion
1960,15-05-2011,Sunday,46,35,6,6,9,none
1961,16-05-2011,Monday,44,52,45,47,36,promotion
1962,17-05-2011,Tuesday,27,34,87,16,14,none
1963,18-05-2011,Wednesday,16,10,118,17,85,promotion
1964,19-05-2011,Thursday,5,28,37,65,98,promotion
1965,20-05-2011,Friday,11,24,47,26,82,none
1966,21-05-2011,Saturday,22,42,119,64,59,promotion
1967,22-05-2011,Sunday,40,52,14,38,71,promotion
1968,23-05-2011,Monday,43,37,114,30,18,promotion
1969,24-05-2011,Tuesday,44,49,16,42,94,promotion
1970,25-05-2011,Wednesday,31,34,113,42,35,promotion
1971,26-05-2011,Thursday,23,12,73,7,32,none
1972,27-05-2011,Friday,1,46,32,30,85,none
1973,28-05-2011,Saturday,18,9,90,50,88,promotion
1974,29-05-2011,Sunday,13,44,46,9,89,promotion
1975,30-05-2011,Monday,28,47,22,46,76,promotion
1976,31-05-2011,Tuesday,44,30,81,49,42,promotion
1977,01-06-2011,Wednesday,48,34,35,33,83,promotion
1978,02-06-2011,Thursday,23,48,10,27,74,none
1979,03-06-2011,Friday,32,15,10,16,74,none
1980,04-06-2011,Saturday,35,31,94,51,30,promotion
1981,05-06-2011,Sunday,35,47,31,1,98,promotion
1982,06-06-2011,Monday,43,32,11,74,96,promotion
1983,07-06-2011,Tuesday,5,24,103,8,87,promotion
1984,08-06-2011,Wednesday,37,44,36,1,90,promotion
1985,09-06-2011,Thursday,20,22,57,33,63,none
1986,10-06-2011,Friday,45,3,47,15,6,none
1987,11-06-2011,Saturday,18,27,95,51,41,promotion
1988,12-06-2011,Sunday,49,37,28,72,36,promotion
1989,13-06-2011,Monday,48,47,54,25,46,promotion
1990,14-06-2011,Tuesday,7,10,69,35,19,none
1991,15-06-2011,Wednesday,7,2,82,17,87,none
1992,16-06-2011,Thursday,49,57,58,11,98,promotion
1993,17-06-2011,Friday,10,4,46,55,79,none
1994,18-06-2011,Saturday,29,18,117,10,98,promotion
1995,19-06-2011,Sunday,14,2,11,12,39,none
1996,20-06-2011,Monday,10,49,45,21,6,none
1997,21-06-2011,Tuesday,22,31,24,63,2,none
1998,22-06-2011,Wednesday,3,35,107,20,6,none
1999,23-06-2011,Thursday,10,34,82,46,32,promotion
2000,24-06-2011,Friday,47,48,40,23,98,promotion
2001,25-06-2011,Saturday,37,49,62,64,41,promotion
2002,26-06-2011,Sunday,29,11,55,49,2,none
2003,27-06-2011,Monday,1,58,104,71,85,promotion
2004,28-06-2011,Tuesday,11,7,27,51,40,none
2005,29-06-2011,Wednesday,14,6,118,56,85,promotion
2006,30-06-2011,Thursday,44,43,58,70,14,promotion
2007,01-07-2011,Friday,3,7,90,15,44,none
2008,02-07-2011,Saturday,38,42,51,27,84,promotion
2009,03-07-2011,Sunday,8,39,103,39,26,promotion
2010,04-07-2011,Monday,24,6,92,36,57,promotion
2011,05-07-2011,Tuesday,31,31,24,46,61,none
2012,06-07-2011,Wednesday,18,9,34,38,61,none
2013,07-07-2011,Thursday,4,18,31,34,2,none
2014,08-07-2011,Friday,48,56,41,28,6,none
2015,09-07-2011,Saturday,35,23,37,44,6,none
2016,10-07-2011,Sunday,17,4,92,63,89,promotion
2017,11-07-2011,Monday,19,16,81,44,91,promotion
2018,12-07-2011,Tuesday,43,39,84,37,93,promotion
2019,13-07-2011,Wednesday,19,47,111,46,35,promotion
2020,14-07-2011,Thursday,29,53,54,33,25,none
2021,15-07-2011,Friday,36,31,26,3,85,none
2022,16-07-2011,Saturday,27,7,9,3,82,none
2023,17-07-2011,Sunday,40,30,30,24,56,none
2024,18-07-2011,Monday,43,23,58,8,60,none
2025,19-07-2011,Tuesday,47,11,80,68,1,promotion
2026,20-07-2011,Wednesday,6,29,112,59,35,promotion
2027,21-07-2011,Thursday,29,8,65,71,95,promotion
2028,22-07-2011,Friday,44,28,52,29,7,none
2029,23-07-2011,Saturday,20,49,61,41,57,promotion
2030,24-07-2011,Sunday,11,20,118,49,69,promotion
2031,25-07-2011,Monday,11,3,56,53,9,none
2032,26-07-2011,Tuesday,10,52,12,66,20,none
2033,27-07-2011,Wednesday,28,8,115,14,68,promotion
2034,28-07-2011,Thursday,36,13,87,73,33,promotion
2035,29-07-2011,Friday,12,52,99,31,68,promotion
2036,30-07-2011,Saturday,33,20,90,57,62,promotion
2037,31-07-2011,Sunday,39,52,41,50,27,promotion
2038,01-08-2011,Monday,32,31,116,28,20,promotion
2039,02-08-2011,Tuesday,23,31,97,37,77,promotion
2040,03-08-2011,Wednesday,28,28,55,12,1,none
2041,04-08-2011,Thursday,22,16,94,58,86,promotion
2042,05-08-2011,Friday,34,48,69,71,85,promotion
2043,06-08-2011,Saturday,45,24,54,74,50,promotion
2044,07-08-2011,Sunday,42,59,40,38,67,promotion
2045,08-08-2011,Monday,44,31,57,44,1,none
2046,09-08-2011,Tuesday,36,20,111,1,18,none
2047,10-08-2011,Wednesday,42,9,74,70,33,promotion
2048,11-08-2011,Thursday,24,14,68,37,49,none
2049,12-08-2011,Friday,41,39,75,14,35,promotion
2050,13-08-2011,Saturday,24,39,23,15,6,none
2051,14-08-2011,Sunday,9,3,29,52,39,none
2052,15-08-2011,Monday,42,43,89,40,51,promotion
2053,16-08-2011,Tuesday,46,52,87,61,19,promotion
2054,17-08-2011,Wednesday,48,5,5,19,57,none
2055,18-08-2011,Thursday,16,39,85,41,83,promotion
2056,19-08-2011,Friday,37,6,85,6,97,promotion
2057,20-08-2011,Saturday,2,54,63,9,39,none
2058,21-08-2011,Sunday,31,47,94,15,89,promotion
2059,22-08-2011,Monday,38,51,109,52,65,promotion
2060,23-08-2011,Tuesday,43,34,116,74,9,promotion
2061,24-08-2011,Wednesday,1,25,112,61,98,promotion
2062,25-08-2011,Thursday,20,45,53,17,4,none
2063,26-08-2011,Friday,7,29,15,19,45,none
2064,27-08-2011,Saturday,30,22,69,47,45,promotion
2065,28-08-2011,Sunday,4,45,88,37,51,promotion
2066,29-08-2011,Monday,32,15,111,66,60,promotion
2067,30-08-2011,Tuesday,30,51,4,50,76,promotion
2068,31-08-2011,Wednesday,17,53,58,36,57,promotion
2069,01-09-2011,Thursday,4,5,51,69,2,none
2070,02-09-2011,Friday,27,42,88,66,42,promotion
2071,03-09-2011,Saturday,7,18,7,22,27,none
2072,04-09-2011,Sunday,42,16,75,52,89,promotion
2073,05-09-2011,Monday,38,26,117,32,60,promotion
2074,06-09-2011,Tuesday,12,37,79,7,23,none
2075,07-09-2011,Wednesday,18,13,13,3,69,none
2076,08-09-2011,Thursday,44,39,19,16,14,none
2077,09-09-2011,Friday,4,30,64,60,53,promotion
2078,10-09-2011,Saturday,21,31,89,59,83,promotion
2079,11-09-2011,Sunday,28,35,73,40,62,promotion
2080,12-09-2011,Monday,29,20,29,21,43,none
2081,13-09-2011,Tuesday,15,43,23,33,90,promotion
2082,14-09-2011,Wednesday,15,20,57,35,1,none
2083,15-09-2011,Thursday,17,32,9,71,2,none
2084,16-09-2011,Friday,36,42,83,60,29,promotion
2085,17-09-2011,Saturday,39,37,14,55,20,none
2086,18-09-2011,Sunday,44,42,115,10,32,promotion
2087,19-09-2011,Monday,28,12,28,44,21,none
2088,20-09-2011,Tuesday,39,8,53,14,45,none
2089,21-09-2011,Wednesday,24,6,51,74,12,none
2090,22-09-2011,Thursday,21,14,79,14,20,none
2091,23-09-2011,Friday,24,35,16,38,41,none
2092,24-09-2011,Saturday,35,47,10,74,96,promotion
2093,25-09-2011,Sunday,33,33,110,28,58,promotion
2094,26-09-2011,Monday,2,33,51,20,10,none
2095,27-09-2011,Tuesday,23,29,96,22,80,promotion
2096,28-09-2011,Wednesday,22,13,12,7,34,none
2097,29-09-2011,Thursday,5,30,94,67,21,promotion
2098,30-09-2011,Friday,46,52,74,39,9,promotion
2099,01-10-2011,Saturday,41,11,9,20,70,none
2100,02-10-2011,Sunday,40,43,48,5,80,promotion
2101,03-10-2011,Monday,25,56,2,39,83,promotion
2102,04-10-2011,Tuesday,23,10,26,47,10,none
2103,05-10-2011,Wednesday,18,52,78,38,61,promotion
2104,06-10-2011,Thursday,27,50,55,26,7,none
2105,07-10-2011,Friday,9,20,65,14,52,none
2106,08-10-2011,Saturday,6,23,97,61,3,none
2107,09-10-2011,Sunday,34,24,74,38,14,none
2108,10-10-2011,Monday,23,31,97,43,23,promotion
2109,11-10-2011,Tuesday,19,53,51,5,55,none
2110,12-10-2011,Wednesday,11,14,60,58,3,none
2111,13-10-2011,Thursday,30,51,52,43,56,promotion
2112,14-10-2011,Friday,12,32,90,26,89,promotion
2113,15-10-2011,Saturday,31,59,84,49,48,promotion
2114,16-10-2011,Sunday,8,17,63,37,50,none
2115,17-10-2011,Monday,31,19,100,12,93,promotion
2116,18-10-2011,Tuesday,43,2,65,55,42,promotion
2117,19-10-2011,Wednesday,22,16,101,59,42,promotion
2118,20-10-2011,Thursday,8,33,115,23,55,promotion
2119,21-10-2011,Friday,26,15,36,66,29,none
2120,22-10-2011,Saturday,45,10,90,27,85,promotion
